,item_id,MSE,abs_error,abs_target_sum,abs_target_mean,seasonal_error,MASE,sMAPE,MSIS,QuantileLoss[0.1],Coverage[0.1],QuantileLoss[0.2],Coverage[0.2],QuantileLoss[0.3],Coverage[0.3],QuantileLoss[0.4],Coverage[0.4],QuantileLoss[0.5],Coverage[0.5],QuantileLoss[0.6],Coverage[0.6],QuantileLoss[0.7],Coverage[0.7],QuantileLoss[0.8],Coverage[0.8],QuantileLoss[0.9],Coverage[0.9]
0,D1,72.39918736049107,83.62939453125,28864.203125,2061.7287946428573,4.4469663401741295,1.3432816270360315,0.0029036079596041404,11.584377600847242,88.1145751953125,0.0,121.41103515625002,0.0,132.8958251953125,0.0,114.86337890625,0.0,83.62939453125,0.2857142857142857,85.7458984375,0.5714285714285714,101.8168212890625,0.6428571428571429,77.98364257812499,0.8571428571428571,56.128369140624976,1.0
1,D2,2763.3250558035716,560.502685546875,41976.296875,2998.3069196428573,14.608158426616916,2.740653882664862,0.01337821589994848,11.247034507422999,337.86728515625003,0.0,528.0126953125001,0.0,616.6353515625,0.0,629.4447265624999,0.0,560.502685546875,0.0,441.43535156249993,0.21428571428571427,321.77377929687503,0.42857142857142855,234.42539062499998,0.7857142857142857,122.16840820312498,1.0
2,D3,1053.3572823660713,412.191162109375,15435.0,1102.5,5.762792779493702,5.109020398880635,0.026376884800192714,15.574507504126538,53.87236328125001,0.0,118.320263671875,0.2857142857142857,253.80161132812498,0.6428571428571429,358.212255859375,0.9285714285714286,412.191162109375,1.0,403.69746093749995,1.0,375.5104248046876,1.0,318.65014648437494,1.0,197.43508300781244,1.0
3,D4,32324.23214285714,2382.399658203125,15750.0,1125.0,42.404761904761905,4.013025813930025,0.1480198413225431,36.08400192132229,977.8852294921876,0.2857142857142857,1710.5801757812499,0.6428571428571429,2224.5760986328123,0.7857142857142857,2400.509814453125,0.7857142857142857,2382.3997802734375,0.7857142857142857,2154.599609375,0.7857142857142857,1810.8444091796873,0.7857142857142857,1362.687158203125,0.7857142857142857,733.5131347656248,0.8571428571428571
4,D5,4886.767299107143,1039.1279296875,84076.921875,6005.494419642857,44.97793598790322,1.6502185331285426,0.012383883161224003,11.177663230175222,859.4774414062501,0.0,1190.1572265625,0.0,1309.37197265625,0.0,1276.005859375,0.0,1039.1279296875,0.0,455.4158203125,0.21428571428571427,332.08974609375,1.0,569.7025390624999,1.0,548.2175781249998,1.0
5,D6,42519.857142857145,2436.843994140625,45809.80859375,3272.1291852678573,15.807160486629353,11.011483399753521,0.05425841923608997,72.95788805183493,1060.590771484375,0.0,1741.31484375,0.0,2207.52978515625,0.0,2478.45078125,0.0,2436.843994140625,0.0,2394.5296875,0.0,1886.1414550781249,0.0,1406.77861328125,0.2857142857142857,545.3782714843751,0.42857142857142855
6,D7,7243268.0,31043.974609375,91412.828125,6529.487723214285,265.6496268656716,8.34718566698294,0.3697275868979847,164.07636783505538,11360.164990234374,0.0,17582.159863281253,0.0,22549.8359375,0.07142857142857142,27632.841113281254,0.14285714285714285,31043.97412109375,0.21428571428571427,34362.70683593751,0.21428571428571427,35939.124707031246,0.2857142857142857,33626.70722656251,0.2857142857142857,26805.67841796875,0.2857142857142857
7,D8,821.9248046875,340.8544921875,24355.328125,1739.666294642857,7.632084970722695,3.1900521987583232,0.013862009735719452,9.755950506243693,36.276098632812506,0.14285714285714285,174.563671875,0.42857142857142855,246.8473876953125,0.8571428571428571,323.4634765624999,0.9285714285714286,340.8544921875,1.0,332.81181640625005,1.0,299.64960937500007,1.0,236.48828124999994,1.0,150.17792968749995,1.0
8,D9,242.26079450334822,166.9521484375,22268.5390625,1590.6099330357142,7.259640374498998,1.6426644908900747,0.00746175583312377,8.972044324567403,66.6203857421875,0.0,64.88276367187501,0.07142857142857142,94.3585693359375,0.2857142857142857,129.716015625,0.5,166.9521484375,0.8571428571428571,195.106640625,1.0,212.67656250000005,1.0,182.69360351562494,1.0,115.75429687499998,1.0
9,D10,1044.1615513392858,362.0439453125,37032.50390625,2645.1788504464284,19.595090778231796,1.3197326871669268,0.00976235516686155,9.126041612317676,256.27216796875,0.0,295.20458984375,0.0,305.88154296874995,0.21428571428571427,363.83359375000003,0.42857142857142855,362.0439453125,0.5,324.19921875,0.6428571428571429,342.8991699218751,0.9285714285714286,344.51357421874997,1.0,244.43955078124995,1.0
10,D11,442.1735142299107,295.376220703125,34402.30078125,2457.307198660714,19.126863728233833,1.10307166812982,0.008567839302361218,11.426600794447271,280.165673828125,0.0,311.802734375,0.0,244.97036132812497,0.0,237.01474609375,0.5,295.376220703125,0.7142857142857143,379.26796875,1.0,448.948974609375,1.0,459.07919921875,1.0,331.7884277343749,1.0
11,D12,907.1759905133929,455.729248046875,51813.19921875,3700.942801339286,23.607561800373134,1.3788839957920114,0.008732514344166139,9.790083239919104,276.64975585937503,0.0,268.8708984375,0.0,200.42255859375,0.14285714285714285,252.74746093750002,0.5714285714285714,455.729248046875,0.8571428571428571,524.03349609375,0.9285714285714286,580.505419921875,1.0,522.3931640624999,1.0,370.4862304687499,1.0
12,D13,39648.767857142855,2478.07421875,105297.9921875,7521.28515625,50.38725901741294,3.5128979982442754,0.02354181150533727,10.98103112770253,1120.35458984375,0.0,1836.924609375,0.07142857142857142,2283.09873046875,0.07142857142857142,2445.8984374999995,0.07142857142857142,2478.07421875,0.21428571428571427,2340.3646484375,0.2857142857142857,1903.7129882812496,0.35714285714285715,932.3314453125,0.35714285714285715,335.29326171874993,0.9285714285714286
13,D14,38248.736607142855,2121.5556640625,82861.6953125,5918.692522321428,15.941297419154228,9.506107709156497,0.025690364632565108,176.30079753005603,810.3732421875001,0.0,1347.275,0.0,1715.9794921874998,0.0,2008.155859375,0.0,2121.5556640625,0.0,2179.6511718750003,0.0,2222.6892578125,0.14285714285714285,2041.0212890625,0.21428571428571427,1660.9865234375002,0.35714285714285715
14,D15,227249.92857142858,5641.94775390625,112527.8046875,8037.700334821428,56.819993781094524,7.092508135230524,0.050438443576540114,55.337398652929956,4582.0908203125,0.0,4956.1869140625,0.07142857142857142,4796.0494140625,0.14285714285714285,3845.2630859375,0.35714285714285715,5641.94775390625,0.5714285714285714,6965.141796875,0.7142857142857143,7132.01630859375,0.8571428571428571,6422.353124999999,0.8571428571428571,4116.755175781249,0.9285714285714286
15,D16,18514.737723214286,1750.740478515625,42436.1015625,3031.1501116071427,140.0412002487562,0.8929721474852562,0.04036611013330802,2.681862826049548,158.19575195312504,0.07142857142857142,417.50019531249995,0.5,1024.492822265625,0.8571428571428571,1539.1999023437502,0.9285714285714286,1750.740478515625,1.0,1718.12265625,1.0,1572.4283203125,1.0,1331.4134765624997,1.0,848.5459960937496,1.0
16,D17,5238.134486607143,825.6650390625,56890.69921875,4063.6213727678573,35.03840951492537,1.6831835415824985,0.014402158569233528,9.012839168132292,318.599658203125,0.0,346.2923828125,0.0,322.34892578125,0.2857142857142857,608.1144531250001,0.6428571428571429,825.6650390625,0.7142857142857143,922.8921875000001,0.8571428571428571,978.4233886718752,0.9285714285714286,871.4335937499998,0.9285714285714286,565.6279296874999,1.0
17,D18,25308.511160714286,1990.673828125,135580.90625,9684.35044642857,68.10067630597015,2.087952652398973,0.014742357302511151,9.098699374603097,1224.9080078125,0.0,1743.4265625,0.07142857142857142,1991.7441406249995,0.07142857142857142,2154.794921875,0.14285714285714285,1990.673828125,0.21428571428571427,1516.2984374999999,0.21428571428571427,870.4507812500001,0.7142857142857143,875.7824218749998,0.7857142857142857,510.04921874999997,1.0
18,D19,11090.268973214286,1444.32470703125,36970.90234375,2640.778738839286,11.70556980721393,8.81341551084961,0.03830397740537766,60.812634660456546,366.46337890625006,0.5,791.5217773437499,0.7142857142857143,1306.3030273437503,0.9285714285714286,1417.4919921874998,0.9285714285714286,1444.32470703125,1.0,1361.8812500000001,1.0,1151.1175781250004,1.0,878.9491210937498,1.0,528.2087402343749,1.0
19,D20,23207.616071428572,1691.19921875,148810.296875,10629.306919642857,79.42356965174129,1.5209583845968593,0.011329460512507892,8.163340929402645,505.76074218750006,0.0,423.2417968749999,0.0,370.8330078125,0.5714285714285714,1150.069140625,0.9285714285714286,1691.19921875,1.0,2067.24296875,1.0,2194.7976562500003,1.0,1910.1031249999994,1.0,1309.6519531249996,1.0
20,D21,9094.892299107143,1151.986572265625,36813.203125,2629.5145089285716,10.085869480721392,8.15841959080606,0.030829534213367902,95.15673612408112,519.084423828125,0.6428571428571429,864.32802734375,0.9285714285714286,1095.9306152343747,0.9285714285714286,1160.07412109375,0.9285714285714286,1151.986572265625,1.0,1107.0105468749998,1.0,982.53603515625,1.0,761.0381835937499,1.0,492.2596679687499,1.0
21,D22,5408.607700892857,965.333984375,39775.92578125,2841.1375558035716,14.869176955450149,4.637272638690558,0.024017033747503944,30.29087098902579,261.50625,0.2857142857142857,576.80810546875,0.7857142857142857,825.8766601562498,0.9285714285714286,918.5525390624998,0.9285714285714286,965.333984375,1.0,917.694921875,1.0,806.1837890625001,1.0,640.7680664062499,1.0,410.0237792968749,1.0
22,D23,1527.3436104910713,420.1505126953125,27241.7890625,1945.842075892857,11.192052205403646,2.6814341423745782,0.015454438393544708,11.352073205385736,253.7050537109375,0.07142857142857142,362.10283203125005,0.14285714285714285,444.44541015625003,0.2857142857142857,457.303662109375,0.2857142857142857,420.1505126953125,0.35714285714285715,380.21591796875,0.42857142857142855,278.6665283203125,0.5,146.30541992187497,0.7857142857142857,99.5260009765625,1.0
23,D24,1666.5005580357142,508.213134765625,35406.30859375,2529.022042410714,13.606563023158483,2.6678991701107875,0.014311925388236906,20.041855560635803,218.792822265625,0.07142857142857142,283.4849609375001,0.2857142857142857,314.82451171875,0.5,448.09628906250003,0.7142857142857143,508.213134765625,0.8571428571428571,535.38876953125,0.9285714285714286,503.95795898437495,1.0,439.61074218749985,1.0,280.93486328124993,1.0
24,D25,838.5666155133929,365.153076171875,22528.888671875,1609.206333705357,8.797874087379093,2.9646210351113758,0.016250940463970406,13.035153661668728,173.72739257812498,0.14285714285714285,279.2716796875,0.2857142857142857,341.19775390624994,0.2857142857142857,380.152783203125,0.2857142857142857,365.153076171875,0.35714285714285715,301.947802734375,0.35714285714285715,198.048291015625,0.42857142857142855,136.708740234375,0.7142857142857143,73.41464843749998,0.9285714285714286
25,D26,2418.617745535714,606.539794921875,32946.390625,2353.3136160714284,11.739360990978422,3.6905135721733466,0.018307743363128615,24.531389793967282,189.137939453125,0.14285714285714285,341.93359375,0.5714285714285714,489.72109374999997,0.7142857142857143,542.18076171875,0.7857142857142857,606.539794921875,0.9285714285714286,599.5792968750001,0.9285714285714286,556.9996582031251,1.0,457.48486328124994,1.0,282.5675292968749,1.0
26,D27,1542.369838169643,450.9208984375,24248.16796875,1732.011997767857,10.275146484375,3.1346157109932147,0.018672730520559927,12.066818223475861,242.20502929687498,0.07142857142857142,388.45312500000006,0.21428571428571427,473.32119140625,0.2857142857142857,497.11235351562505,0.2857142857142857,450.9208984375,0.2857142857142857,385.61611328124997,0.35714285714285715,255.36462402343747,0.5,129.90541992187497,0.8571428571428571,101.22033691406246,1.0
27,D28,74.89838518415179,72.0650634765625,5967.9697265625,426.28355189732144,9.18649637474204,0.5603338121585796,0.012000111068893348,6.6435164353016205,71.66365966796877,0.0,73.53664550781252,0.0,74.43421020507813,0.21428571428571427,68.044921875,0.2857142857142857,72.0650634765625,0.6428571428571429,96.53326416015626,0.9285714285714286,121.60226440429688,1.0,129.99935302734372,1.0,99.22213134765623,1.0
28,D29,63051.330357142855,3161.830078125,94437.3046875,6745.521763392857,28.580799129353235,7.9019835854907345,0.0339204799968617,110.35709725059856,1141.522265625,0.0,1898.8755859375,0.0,2468.3399414062496,0.0,2926.4929687500007,0.0,3161.830078125,0.0,3282.6515624999997,0.0,3161.98203125,0.0,2522.2394531249997,0.14285714285714285,1819.8530273437498,0.35714285714285715
29,D30,201.8106689453125,148.86480712890625,8589.4501953125,613.5321568080357,10.487761875368514,1.0138674614820014,0.017129292260579857,6.854553487123966,75.0322509765625,0.0,80.7424072265625,0.07142857142857142,94.88786621093749,0.2857142857142857,123.255712890625,0.5,148.86480712890625,0.7142857142857143,172.32744140625002,1.0,189.81405029296877,1.0,185.36201171874998,1.0,126.25673828124997,1.0
30,D31,5260.873883928572,724.40966796875,30746.90234375,2196.2073102678573,67.10696517412936,0.7710607621398056,0.023640993494927463,3.753255098010077,507.23974609375006,0.0,703.5530761718751,0.0,813.91171875,0.0,829.0681640625,0.0,724.40966796875,0.07142857142857142,644.469921875,0.21428571428571427,475.31733398437495,0.42857142857142855,287.22255859375,0.7142857142857143,151.04096679687495,0.9285714285714286
31,D32,7694.960379464285,989.7012939453125,27886.697265625,1991.906947544643,66.38129664179104,1.0649528277369749,0.0358969481547875,5.697075653914352,488.23747558593755,0.0,778.5762695312501,0.0,946.3836181640625,0.0,1017.5124999999999,0.0,989.7012939453125,0.14285714285714285,921.7386230468749,0.14285714285714285,696.649609375,0.21428571428571427,398.3833984375,0.5,185.83020019531253,0.7857142857142857
32,D33,50486.81696428572,2680.00927734375,92471.5,6605.107142857143,39.71566775497512,4.819992837008313,0.028730631989078523,64.41618375940976,1509.48515625,0.6428571428571429,2344.576171875,0.6428571428571429,2667.01201171875,0.7857142857142857,2746.6080078124996,0.8571428571428571,2680.00927734375,1.0,2510.9535156250004,1.0,2216.7890625,1.0,1697.5373046874997,1.0,999.3523437499999,1.0
33,D34,164.18603515625,138.572998046875,32136.0,2295.4285714285716,7.397014925373134,1.3381169821775374,0.004321877643892225,14.504382286216924,188.82343749999998,0.0,256.8580078125,0.0,241.92055664062497,0.0,197.74394531250002,0.0,138.572998046875,0.21428571428571427,109.71064453125,0.5714285714285714,94.19916992187501,0.8571428571428571,124.69677734374997,1.0,111.58613281249997,1.0
34,D35,25179.633928571428,1866.0806884765625,22248.0,1589.142857142857,21.313432835820894,6.25387185513854,0.08059685201659574,29.76924778700543,281.739453125,0.7142857142857143,1222.97763671875,0.7142857142857143,1767.7016845703124,0.7142857142857143,1844.9927734374996,0.7857142857142857,1866.0806884765625,1.0,1806.61533203125,1.0,1587.1359375000002,1.0,1225.8482421874999,1.0,735.1986083984373,1.0
35,D36,8356.49609375,1132.111328125,51601.25,3685.8035714285716,17.64676616915423,4.582431369630775,0.021792472067660083,37.106293374808686,334.44091796875,0.5,723.8688476562501,0.7857142857142857,1011.224853515625,1.0,1111.85419921875,1.0,1132.111328125,1.0,1029.2984375,1.0,899.0389160156251,1.0,710.1009765624998,1.0,436.84907226562495,1.0
36,D37,31113.558035714286,2487.27783203125,31874.0,2276.714285714286,46.86619718309859,3.7908495454377746,0.0753188762229242,12.378249405069361,198.16713867187497,0.35714285714285715,1055.9291992187502,0.9285714285714286,2008.6547851562502,1.0,2406.615234375,1.0,2487.27783203125,1.0,2343.704296875,1.0,2032.4759765625004,1.0,1592.8499023437498,1.0,983.3347167968748,1.0
37,D38,4626.360770089285,963.22412109375,31592.0,2256.5714285714284,43.700892857142854,1.5743779688936563,0.03015691251265983,7.092381276177343,295.60483398437503,0.07142857142857142,372.92548828125007,0.2857142857142857,456.671923828125,0.35714285714285715,667.6783203125,0.8571428571428571,963.22412109375,1.0,1013.5796875000002,1.0,1004.7667968750002,1.0,838.2636718749999,1.0,532.1629394531249,1.0
38,D39,118061.72321428571,4218.2568359375,40556.0,2896.8571428571427,41.205761316872426,7.312182813291383,0.10688475547229069,89.12935326932131,1392.52978515625,0.0,2427.02587890625,0.0,3211.21318359375,0.0,3822.4675781250007,0.0,4218.2568359375,0.0,4456.858886718749,0.0,4153.789990234375,0.07142857142857142,3535.6163085937505,0.07142857142857142,2059.11630859375,0.14285714285714285
39,D40,46930.85267857143,2782.5166015625,52372.0,3740.8571428571427,33.80487804878049,5.8793640828727325,0.05202965139363504,79.81238646026593,1558.1465332031248,0.8571428571428571,2364.7362304687504,0.8571428571428571,2673.394970703125,0.8571428571428571,2735.02109375,0.9285714285714286,2782.5166015625,1.0,2556.5384765625,1.0,2185.0388671875003,1.0,1611.5878906249998,1.0,960.1186523437497,1.0
40,D41,22616.79464285714,1891.8193359375,93171.796875,6655.128348214285,97.80122439600841,1.3816795587323891,0.020482019171668142,6.965159956655942,1193.2047851562502,0.0,1850.20078125,0.07142857142857142,2216.5712890625,0.07142857142857142,2123.8330078125,0.07142857142857142,1891.8193359375,0.07142857142857142,1420.413671875,0.14285714285714285,679.6911132812501,0.35714285714285715,527.004296875,0.9285714285714286,521.0980468749999,0.9285714285714286
41,D42,3105.702566964286,698.77880859375,98064.0078125,7004.571986607143,130.88273766762453,0.38135489012434726,0.0071346235627111005,5.5026807049798085,882.1412109375001,0.07142857142857142,1174.0152343750003,0.14285714285714285,1126.7539062499998,0.14285714285714285,908.1382812500001,0.2857142857142857,698.77880859375,0.5,1048.782421875,1.0,1432.93125,1.0,1456.0289062499996,1.0,966.9274414062497,1.0
42,D43,298.99155970982144,192.4188232421875,15808.2998046875,1129.164271763393,6.5857784726204125,2.0869517122836925,0.012197352610117956,14.228586135460507,106.00095214843752,0.0,163.90390625,0.21428571428571427,185.62470703124998,0.35714285714285715,191.667724609375,0.6428571428571429,192.4188232421875,0.7857142857142857,224.82465820312507,0.9285714285714286,242.38139648437502,1.0,214.58706054687497,1.0,156.3767333984375,1.0
43,D44,11030.39174107143,984.9892578125,121480.0,8677.142857142857,33.80199004975125,2.081427024103673,0.00805359124217308,12.790486266417625,571.463671875,0.0,810.1527343750001,0.0,871.451171875,0.07142857142857142,874.0667968749999,0.2857142857142857,984.9892578125,0.5,1016.9023437499999,0.5714285714285714,927.3943359375,0.7142857142857143,799.6785156249999,0.7142857142857143,362.6832031249999,0.8571428571428571
44,D45,1377.7978515625,524.3331298828125,15231.798828125,1087.985630580357,6.530491302900785,5.734999815950278,0.033889310487629866,43.891729284485336,149.77182617187498,0.6428571428571429,354.9337402343751,0.8571428571428571,465.9390380859374,1.0,516.3210937499999,1.0,524.3331298828125,1.0,470.8659179687499,1.0,398.7885498046875,1.0,306.85507812499986,1.0,187.96381835937495,1.0
45,D46,64227.42857142857,3491.9267578125,138621.0,9901.5,71.65625,3.4808316070649803,0.024995940933824495,15.738600788112889,924.2037109375,0.07142857142857142,1030.81640625,0.14285714285714285,1441.114453125,0.5714285714285714,2386.5550781250004,0.8571428571428571,3491.9267578125,0.9285714285714286,3795.1609375,1.0,3805.0001953125,1.0,3226.0515624999994,1.0,2225.5634765624995,1.0
46,D47,2107.9514508928573,576.6593627929688,14807.30078125,1057.664341517857,7.085532134433962,5.813247855448838,0.03961138450421111,36.101300856817424,242.96428222656252,0.0,380.05830078125,0.0,487.3222412109375,0.0,551.918212890625,0.0,576.6593627929688,0.0,574.172314453125,0.0,525.0947631835938,0.0,382.71650390625,0.0,111.04057617187499,0.2857142857142857
47,D48,36362.627232142855,2312.0830078125,147089.0,10506.357142857143,28.740179036458333,5.746268527514114,0.015712381090723773,28.879153708060958,703.487890625,0.0,1432.51953125,0.21428571428571427,2041.5171875,0.42857142857142855,2275.81875,0.42857142857142855,2312.0830078125,0.5,2145.7746093749997,0.5,1850.1808593749997,0.6428571428571429,1444.0996093749998,0.6428571428571429,724.3804687499999,0.7857142857142857
48,D49,50760.87053571428,2450.0517578125,155437.0,11102.642857142857,33.97879258747698,5.150380094762562,0.01575892502163745,19.301883660592775,1214.7953125,0.0,1729.639453125,0.14285714285714285,2325.6359375,0.2857142857142857,2433.407421875,0.42857142857142855,2450.0517578125,0.42857142857142855,2236.0796875,0.5714285714285714,1887.0876953125,0.6428571428571429,1328.317578125,0.6428571428571429,621.5978515624998,1.0
49,D50,42768.22767857143,2407.3203125,136566.0,9754.714285714286,16.629119979627475,10.34038187850691,0.01757482361003074,132.82168458105755,1320.122265625,0.42857142857142855,2041.9582031250002,0.7857142857142857,2347.05078125,0.8571428571428571,2462.3253906249997,0.8571428571428571,2407.3203125,0.8571428571428571,2141.8480468750004,0.9285714285714286,1802.7638671875002,1.0,1388.8562499999996,1.0,812.9173828124998,1.0
50,D51,1104.0196010044642,430.60498046875,14004.0,1000.2857142857143,6.002084732055664,5.124469243268502,0.03036924805723919,25.669431558297813,99.60444335937501,0.14285714285714285,149.8185546875,0.21428571428571427,268.14301757812495,0.7142857142857143,366.74267578124994,0.9285714285714286,430.60498046875,0.9285714285714286,410.410986328125,0.9285714285714286,369.10825195312503,1.0,309.74428710937497,1.0,200.95056152343744,1.0
51,D52,2741.719308035714,601.190185546875,40299.5,2878.535714285714,33.20276438861812,1.2933307482437095,0.014926470570736188,11.224642916627158,413.6787109375,0.07142857142857142,617.12998046875,0.14285714285714285,584.46748046875,0.42857142857142855,533.5434570312501,0.5,601.190185546875,0.7142857142857143,735.5431640625001,1.0,829.8738281250003,1.0,762.9499023437498,1.0,556.6834960937499,1.0
52,D53,1525.9204799107142,512.8330078125,15068.900390625,1076.3500279017858,5.486999785419003,6.6759487082187015,0.033514590679868825,112.92023978563003,360.7234375,0.8571428571428571,468.7846679687501,0.9285714285714286,497.770751953125,1.0,521.177197265625,1.0,512.8330078125,1.0,458.60556640625,1.0,397.3518310546876,1.0,309.5792480468749,1.0,187.4174072265625,1.0
53,D54,2310.265066964286,602.80712890625,39390.69921875,2813.6213727678573,13.0843018672926,3.2907871204320984,0.015174782741815307,12.026388592414683,107.451904296875,0.0,154.2650390625,0.2857142857142857,305.185595703125,0.7142857142857143,431.98691406250003,0.8571428571428571,602.80712890625,1.0,635.198828125,1.0,622.4583984375001,1.0,536.1588867187498,1.0,333.14741210937495,1.0
54,D55,186.25026157924108,180.9837646484375,15060.625,1075.7589285714287,12.438321089863184,1.0393212771406977,0.011940829451253953,3.071238435532918,22.3771484375,0.0,51.75292968750001,0.42857142857142855,107.82521972656251,0.7142857142857143,165.188427734375,0.7857142857142857,180.9837646484375,0.8571428571428571,174.98994140624998,1.0,165.01582031250004,1.0,135.41845703124997,1.0,84.58579101562499,1.0
55,D56,23497.859375,2004.943359375,143481.0,10248.642857142857,22.59748650196335,6.337441110670186,0.01391414256969111,35.21390817792969,609.1794921875,0.2857142857142857,1051.763671875,0.42857142857142855,1542.9509765625,0.7142857142857143,1737.0253906249998,0.7142857142857143,2004.943359375,0.8571428571428571,2012.5109375,0.8571428571428571,1880.3544921875002,0.8571428571428571,1432.516015625,0.9285714285714286,789.5318359374997,1.0
56,D57,686.2706473214286,334.757568359375,24052.1015625,1718.0072544642858,8.351378834575687,2.8631505475260086,0.013929741660479745,16.28645352532727,155.53464355468753,0.07142857142857142,265.579736328125,0.2857142857142857,301.00654296875,0.35714285714285715,343.904541015625,0.42857142857142855,334.757568359375,0.6428571428571429,276.60107421875,0.6428571428571429,245.86918945312505,1.0,253.99379882812494,1.0,193.13681640624995,1.0
